"kcmc","xskcdm","kcdm","xf","kclb","kkxy","category","dl","lx"
"大学生物学","BIO1001G（071T0010）","BIO1001G","3.0","通识","生命科学学院","全部课程","xk_b","bl"
"大学生物学实验","BIO1002G（071T0020）","BIO1002G","1.0","通识","生命科学学院","全部课程","xk_b","bl"
"大学生心理健康","MARX0600G（5516N001）","MARX0600G","1.5","通识","马克思主义学院","全部课程","xk_n","bl"
"大学生心理健康与发展","ADMN0605G（5216N007）","ADMN0605G","1.0","通识","心理健康教育与咨询中心","全部课程","xk_n","bl"
"大学生心理解码与赋能","ADMN0606G","ADMN0606G","2.0","通识","心理健康教育与咨询中心","全部课程","xk_n","bl"
"大学物理（丙）","PHY1003G（761T0050）","PHY1003G","4.0","通识","物理学院","全部课程","xk_b","bl"
"大学物理（甲）Ⅰ","PHY1001G（761T0010）","PHY1001G","4.0","通识","物理学院","全部课程","xk_b","bl"
"大学物理（甲）Ⅱ","PHY2001G（761T0020）","PHY2001G","4.0","通识","物理学院","全部课程","xk_b","bl"
"大学物理（乙）Ⅰ","PHY1002G（761T0030）","PHY1002G","3.0","通识","物理学院","全部课程","xk_b","bl"
"大学物理基础Ⅰ","PHY1001F（061B0219）","PHY1001F","4.0","专业基础课程","物理学院","所有类（专业）","zy_qb","bl"
"大学物理实验（丙）","PHY1006G（761T0070）","PHY1006G","1.0","通识","物理学院","全部课程","xk_b","bl"
"大学写作","SAA1002M（56120020）","SAA1002M","3.0","专业课","艺术与考古学院","跨类(专业)选课","xk_1_1","bl"
"大学写作——创意写作","PHIL0704G（0417N009）","PHIL0704G","1.5","通识","哲学学院","全部课程","xk_n","bl"
"大学写作——写作·人","PHIL0701G（0417N006）","PHIL0701G","1.5","通识","哲学学院","全部课程","xk_n","bl"
"大学写作——写作·社会","PHIL0703G（0417N008）","PHIL0703G","1.5","通识","哲学学院","全部课程","xk_n","bl"
"大学写作——写作·自然","PHIL0702G（0417N007）","PHIL0702G","1.5","通识","哲学学院","全部课程","xk_n","bl"
"大学英语","00000000","00000000","3.0","","","跨类(专业)选课","xk_1_1","bl"
"大学英语Ⅱ","SIS1094M","SIS1094M","3.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"大学英语Ⅲ","SIS1001G（051F0020）","SIS1001G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"大学英语Ⅳ","SIS1002G（051F0030）","SIS1002G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"大学英语Ⅳ（H）","SIS1002GH（051R0030）","SIS1002GH","3.0","通识","外国语学院","全部课程","xk_b","bl"
"大学英语Ⅴ","SIS1003G（051F0040）","SIS1003G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"大学与文化传承","HIST0905G（0411S022）","HIST0905G","3.0","通识","历史学院","全部课程","xk_n","bl"
"大学语文","LIT0700G（0417N002）","LIT0700G","1.5","通识","文学院","全部课程","xk_n","bl"
"代数几何","MATH3202M（82190140）","MATH3202M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"代数数论","MATH3206M（82190070）","MATH3206M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"代数学Ⅱ","MATH1282MZ（821Q0006）","MATH1282MZ","5.0","专业课","数学科学学院","专业基础课程","Z","bl"
"代谢工程","CBE3029M（81120120）","CBE3029M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"代谢生态学及实验","BIO3071M（07120880）","BIO3071M","3.0","专业课","生命科学学院","所有类（专业）","zy_qb","bl"
"戴震与乾嘉时代哲学专题","PHIL3074M","PHIL3074M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"蛋白质组学","BIO3060M（07120590）","BIO3060M","2.0","专业课","生命科学学院","所有类（专业）","zy_qb","bl"
"当代德国社会与文化","SIS2206M（05193080）","SIS2206M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"当代西方政治思潮","PA3081M（24122030）","PA3081M","3.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"当代语言学","SIS2010M（05197390）","SIS2010M","3.0","专业课","外国语学院","国际化课程","gjhkc","zl"
"当代中国经济","ECON0303G（0113N004）","ECON0303G","1.5","通识","经济学院","全部课程","xk_n","bl"
"当代中国经济","INTC3017M（23190430）","INTC3017M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"当代中国政府与政治","PA3001M（24121400）","PA3001M","3.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"当代中外新闻事业","MIC1088M（25121800）","MIC1088M","2.0","专业课","传媒与国际文化学院","跨类(专业)选课","xk_1_1","bl"
"当前文化现象与文学热点研究","LIT3109M（04192040）","LIT3109M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"道德哲学原著选读","PHIL3045M（43190130）","PHIL3045M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"德语国家影视分析","SIS3215M（05197670）","SIS3215M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"德语国家与欧盟研究","SIS3216M（05123500）","SIS3216M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"德语视听说Ⅱ","SIS1204M（05123113）","SIS1204M","3.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"德语文学概论","SIS3207M（05127470）","SIS3207M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"德语演讲","SIS3209M（05198740）","SIS3209M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"德语阅读与写作","SIS1205M（05127341）","SIS1205M","2.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"德语综合能力强化","SIS2207M（05188090）","SIS2207M","1.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"德语Ⅱ","SIS1202G（051F0110）","SIS1202G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"德语Ⅳ","SIS2202G（051F0130）","SIS2202G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"地籍管理","PA3051M（24120190）","PA3051M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"地理信息科学导论","GEOS1002M","GEOS1002M","2.5","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地理信息系统应用与大数据分析","CCEA3408M（12196060）","CCEA3408M","3.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"地貌学与第四纪地质","GEOS2014M（06195620）","GEOS2014M","2.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地球科学大数据","83120700","83120700","3.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地球科学导论","GEOS1001F（83120400）","GEOS1001F","3.5","专业基础课程","地球科学学院","所有类（专业）","zy_qb","bl"
"地球物理数据处理","83190120","83190120","3.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地球物理学概论","GEOS2013M（83120480）","GEOS2013M","2.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地球与行星科学导论","GEOS1001MZ（831Q0010）","GEOS1001MZ","3.5","专业课","地球科学学院","专业基础课程","Z","bl"
"地学数字信号处理基础","GEOS2009M（83120620）","GEOS2009M","2.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"地质年代学","GEOS3023M（83190221）","GEOS3023M","2.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"等离子体物理","PHY3019M（06193050）","PHY3019M","2.0","专业课","物理学院","所有类（专业）","zy_qb","bl"
"低碳能源与可持续城市","CCEA0402G（1214N002）","CCEA0402G","2.0","通识","建筑工程学院","全部课程","xk_n","bl"
"低温环境绝热技术","ENER3002M（08195071）","ENER3002M","1.5","专业课","能源工程学院","国际化课程","gjhkc","zl"
"低温生物技术","ENER3003M（08195091）","ENER3003M","1.5","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"低温原理","60120080","60120080","4.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"第二语言习得","SIS3513M（05121002）","SIS3513M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"点集拓扑","MATH1382M（06110130）","MATH1382M","3.0","专业课","数学科学学院","跨类(专业)选课","xk_1_1","bl"
"点集拓扑","MATH1301M（75120010）","MATH1301M","2.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"电磁场与电磁波","OPT2004M（66120011）","OPT2004M","2.5","专业课","光电科学与工程学院","所有类（专业）","zy_qb","bl"
"电磁场与电磁波","ISEE2013M（85120060）","ISEE2013M","4.0","专业课","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"电磁兼容设计概论","EE3570M（10192170）","EE3570M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电磁学","PHY1010GZ（061Q0010）","PHY1010GZ","4.0","通识","物理学院","全部课程","xk_b","bl"
"电磁学","PHY1010G（761T0150）","PHY1010G","4.0","通识","物理学院","全部课程","xk_b","bl"
"电动力学","PHY2002MZ（061Q0047）","PHY2002MZ","4.0","专业课","物理学院","专业基础课程","Z","bl"
"电动力学","PHY2002M（06120310）","PHY2002M","4.0","专业课","物理学院","所有类（专业）","zy_qb","bl"
"电工电子工程训练","EE0700G（1017N001）","EE0700G","1.5","通识","电气工程学院","全部课程","xk_n","bl"
"电工电子学","EE2001F（101C0010）","EE2001F","4.5","专业基础课程","电气工程学院","所有类（专业）","zy_qb","bl"
"电工电子学及实验","EE2003F（101C0030）","EE2003F","3.5","专业基础课程","电气工程学院","所有类（专业）","zy_qb","bl"
"电工电子学实验","EE2002F（101C0020）","EE2002F","1.5","专业基础课程","电气工程学院","所有类（专业）","zy_qb","bl"
"电化学","CHEM3203M（77190190）","CHEM3203M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"电化学工程","CBE3032M（81120220）","CBE3032M","2.5","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"电机控制","EE3353M（10120530）","EE3353M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电机控制与拖动","58120470","58120470","1.5","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"电机系统及其控制综合创新实践","EE3365M（10193940）","EE3365M","3.0","专业课","电气工程学院","qbkc","xk_rdxkc",""
"电机系统建模与分析","EE3351M（10193870）","EE3351M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电力电子技术","EE3202M（10120481）","EE3202M","3.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电力电子技术Ⅱ","EE3568M（10120221）","EE3568M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电力系统优化技术","EE3467M（10194240）","EE3467M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电力系统暂态分析","EE3452M（10193450）","EE3452M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电力信息技术","EE3464M（10193701）","EE3464M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电路与电子技术实验Ⅱ","EE2010F（101C0331）","EE2010F","1.0","专业基础课程","电气工程学院","所有类（专业）","zy_qb","bl"
"电路与电子技术Ⅱ","EE2008F（101C0310）","EE2008F","3.0","专业基础课程","电气工程学院","所有类（专业）","zy_qb","bl"
"电气装备计算机控制技术","EE3364M（10193490）","EE3364M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电视节目策划与编导","LIT3113M（04128000）","LIT3113M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"电视摄像与编辑","LIT3110M（04123930）","LIT3110M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"电网络分析","EE2101M（101C0340）","EE2101M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电影史","LIT2007M（04120371）","LIT2007M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"电影形式分析","MIC2162M","MIC2162M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"电子电路基础","ISEE2003F（85190400）","ISEE2003F","4.0","专业基础课程","信息与电子工程学院","循环补充班","xk_6","bl"
"电子电路基础及实验","AA2015M（26190180）","AA2015M","4.0","专业课","航空航天学院","所有类（专业）","zy_qb","bl"
"电子电路设计实验Ⅱ","ISEE2005F（671C0041）","ISEE2005F","1.0","专业基础课程","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"电子工程训练（甲）","ISEE1001F（851C0020）","ISEE1001F","1.5","专业基础课程","信息与电子工程学院","qbkc","xk_rdxkc",""
"电子器件及装备热管理","EE3572M（10194180）","EE3572M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电子器件与集成电路","EE3505M（10120770）","EE3505M","3.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电子商务与电子政务","MGMT0304G（2013N008）","MGMT0304G","2.0","通识","管理学院","全部课程","xk_n","bl"
"电子系统建模与仿真","EE3567M（10120800）","EE3567M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电子系统设计","EE3161M（10193300）","EE3161M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"电子系统设计与实践","BME3015M（15192570）","BME3015M","4.0","专业课","生物医学工程与仪器科学学院","所有类（专业）","zy_qb","bl"
"电子系统设计与综合实验","ISEE3032M（85120130）","ISEE3032M","2.0","专业课","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"电子线路应用综合实验","BEFS3025M（13192301）","BEFS3025M","2.0","专业课","生物系统工程与食品科学学院","所有类（专业）","zy_qb","bl"
"电子与信息技术导论","ISEE0703G（8517N004）","ISEE0703G","1.5","通识","信息与电子工程学院","全部课程","xk_n","bl"
"电子元器件基础","MSE3104M（80190010）","MSE3104M","2.0","专业课","材料科学与工程学院","所有类（专业）","zy_qb","bl"
